report_date,cookie_id,customer_id,ga_session_id,event_timestamp,event_name,event_value
45266,474549141.2,313,1701915572,2023/12/06/18/19/43,Event - Site Search,magnesium sterade
45266,474549141.2,313,1701915572,2023/12/06/18/23/20,Event - Site Search,fe
45266,474549141.2,313,1701915572,2023/12/06/18/30/07,Event - Site Search,dang gui
45266,474549141.2,313,1701915572,2023/12/06/18/31/41,Event - Site Search,ginseng
45266,474549141.2,313,1701915572,2023/12/06/18/49/27,Event - Site Search,ginseng
45266,474549141.2,313,1701915572,2023/12/06/18/53/19,Event - Site Search,vitamin b6
45266,474549141.2,313,1701915572,2023/12/06/18/55/29,Event - Site Search,Methylcobalamin
45266,474549141.2,313,1701915572,2023/12/06/18/56/14,Event - Site Search,ps
45266,474549141.2,313,1701915572,2023/12/06/18/57/22,Event - Site Search,folic acid
45266,474549141.2,313,1701928267,2023/12/06/21/51/09,Event - Site Search,selenium
45266,474549141.2,313,1701928267,2023/12/06/21/54/07,Event - Site Search,vitamin e
45266,474549141.2,313,1701928267,2023/12/06/22/27/46,Event - Site Search,pqq
45266,474549141.2,313,1701928267,2023/12/06/22/36/47,Event - Site Search,red wine
45266,787691725.2,313,1701892121,2023/12/06/11/48/48,Event - Site Search,magnesium sterade
45266,787691725.2,313,1701892121,2023/12/06/12/07/38,Event - Site Search,dicalcium
45266,787691725.2,313,1701892121,2023/12/06/12/15/15,Event - Site Search,stearic acid
45266,787691725.2,313,1701892121,2023/12/06/12/35/00,Event - Site Search,dicalcium
45266,787691725.2,313,1701892121,2023/12/06/12/36/04,Event - Site Search,Dicalcium Phospahte
45266,787691725.2,313,1701900940,2023/12/06/14/15/42,Event - Site Search,rhodiola risea
45266,787691725.2,313,1701900940,2023/12/06/14/16/50,Event - Site Search,stearic acid 149
45266,1686316211,313,1701892332,2023/12/06/11/53/37,Event - Site Search,dcp
45266,1686316211,313,1701895362,2023/12/06/12/42/46,Event - Site Search,dcp
45266,474549141.2,313,1701928267,2023/12/06/21/56/01,Event - Site Search,vitamin a
45266,474549141.2,313,1701928267,2023/12/06/22/09/19,Event - Site Search,vitamin a
45266,474549141.2,313,1701928267,2023/12/06/22/16/03,Event - Site Search,magnesium sterade
45266,474549141.2,313,1701928267,2023/12/06/22/16/48,Event - Site Search,zinc
45266,474549141.2,313,1701928267,2023/12/06/22/26/17,Event - Site Search,Spermidine
45266,787691725.2,313,1701892121,2023/12/06/11/50/00,Event - Site Search,magnesium sterade
45266,787691725.2,313,1701892121,2023/12/06/11/50/31,Event - Site Search,tri star
45266,787691725.2,313,1701892121,2023/12/06/12/33/53,Event - Site Search,12800-146-10310-11648
