report_date,cookie_id,customer_id,ga_session_id,event_timestamp,event_name,event_value
2023-12-06,1388705394.1698074449,15303,1701879914,2023/12/06/08/26/28,Event - Product View,Psyllium Husk Powder by Novel Nutrientss ||| 15901-NOVEL-12874
2023-12-06,1388705394.1698074449,15303,1701879914,2023/12/06/08/34/33,Event - Product View,Dandelion Root Extract 10:1 by Comext ||| 107258-CSCOMEXT-12292
2023-12-06,1388705394.1698074449,15303,1701888382,2023/12/06/10/47/20,Event - Product View,Organic Red Beet Root Powder by Qimei ||| 16225-QIMEI-11712
2023-12-06,1388705394.1698074449,15303,1701892836,2023/12/06/12/00/36,Event - Product View,Organic Red Beet Root Powder by Qimei ||| 16225-QIMEI-11712
2023-12-06,1394701665.1521219151,725,1701884839,2023/12/06/09/51/17,Event - Product View,Whey Protein Concentrate 80% Instant by Hi-Tech Pharma ||| 106711-HITECH-10260
2023-12-06,1394701665.1521219151,725,1701884839,2023/12/06/09/56/51,Event - Product View,Sawpalmetto Extract  45% Total Fatty Acids by GC by Novel Nutrientss ||| 109687-NOVEL-12874
2023-12-06,1426679097.1691425520,1601,1701881902,2023/12/06/08/59/29,Event - Product View,Pomegranate Extract 40% Ellagic Acid by BannerBio ||| 106753-BANNERBIO-11353
2023-12-06,1450823512.1685028502,13087,1701892258,2023/12/06/11/51/24,Event - Product View,Citric Acid USP 30-100 Mesh (From Cassava) by Sunshine ||| 63800-SUNSHINE-10062
2023-12-06,1459177344.1690831254,20618,1701872927,2023/12/06/06/29/07,Event - Product View,Ethyl Maltol by Jinhe ||| 12861-JINHE-99999
2023-12-06,1462560736.1595957636,14787,1701882376,2023/12/06/09/11/43,Event - Product View,Siberian Ginseng Extract (Eleuthero Root Extract) 4:1 by TRG ||| 86540-TRG-11248
2023-12-06,1462560736.1595957636,14787,1701882376,2023/12/06/09/18/50,Event - Product View,Lion's Mane Mushroom Extract  50% Polysaccharide by Heking ||| 109352-CSHEKING-12329
2023-12-06,1470746349.1697477563,15537,1701897684,2023/12/06/13/25/01,Event - Product View,Ioniplex® Powder (Fulvic Ionic Mineral Complex) by Mineral BioSciences ||| 106634-000-10700-12273
2023-12-06,1470746349.1697477563,15537,1701902733,2023/12/06/15/05/01,Event - Product View,Xylitol DC by Huakang ||| 37810-ZJHUAKANG-11327
2023-12-06,1470746349.1697477563,15537,1701902733,2023/12/06/15/05/36,Event - Product View,Calcium Citrate DC 97 Granular  (20% Ca) by Penglai Marine ||| 42930-PENGLAI-99999
2023-12-06,1470746349.1697477563,15537,1701902733,2023/12/06/15/06/11,Event - Product View,Ashwagandha Extract 1.5% by Natura Biotechnol ||| 93804-NATURABIO-11574
2023-12-06,1476000961.1688151759,20248,1701882082,2023/12/06/09/01/29,Event - Product View,Organic Shatavari Powder by Unicorn ||| 106918-UNICORNNTT-11782
2023-12-06,1476000961.1688151759,20248,1701882082,2023/12/06/09/04/05,Event - Product View,Astaxanthin 2% HPLC Powder (Natural)  by Wellness Nutrition ||| 109392-WELLNESSNUT-12189
2023-12-06,1476000961.1688151759,20248,1701882082,2023/12/06/09/21/52,Event - Product View,Pure Marine Collagen Peptide Powder by Certified Nutraceuticals ||| 69584-CERTIFIEDNUTRA-11456
2023-12-06,1476000961.1688151759,20248,1701882082,2023/12/06/09/37/32,Event - Product View,Astragalus Extract 10:1 by KS Nutripharma ||| 106722-KINGSCI-10738
2023-12-06,1476000961.1688151759,20248,1701882082,2023/12/06/09/40/37,Event - Product View,Serratiopeptidase Powder 2000-2600 IU/mg  by Meteoric Biopharmaceuticals ||| 108371-METBIO-12626
2023-12-06,1476000961.1688151759,20248,1701882082,2023/12/06/10/07/15,Event - Product View,Serratiopeptidase Powder 2000-2600 IU/mg  by Meteoric Biopharmaceuticals ||| 108371-METBIO-12626
2023-12-06,1476000961.1688151759,20248,1701887998,2023/12/06/10/42/40,Event - Product View,Organic Ginger Root Powder by Hunan Essence ||| 107142-HNESSENCE-12219
