,report_date,cookie_id,customer_id,ga_session_id,event_timestamp,visit_factory,event_timestamp_click,factory_product_click,product_id
115,2023-12-06,850309768.1701793802,6473,1701878586,2023-12-06 08:28:02,Anhui Sealong Biotechnology,2023-12-06 08:28:48,L-Aspartic Acid by Sealong Biotechnology, 110005-SEALONG-99999
116,2023-12-06,850309768.1701793802,6473,1701881994,2023-12-06 09:38:02,Kaiyuan Dayou Biological Chemical,2023-12-06 09:38:51,"Buy GABA by Kaiyuan Dayou Biological Chemical Co., Ltd.",
117,2023-12-06,852057234.1701123390,222,1701894084,2023-12-06 12:21:28,Silva International,,,
118,2023-12-06,941232542.1697808437,5006,1701886509,2023-12-06 10:15:09,Shandong Luwei Pharmaceutical,2023-12-06 10:15:19,Sodium Ascorbate by HL Vitamin (Luwei Pharmacy), 107596-LUWEI-12200
119,2023-12-06,952973685.1699212525,(not set),1701853069,2023-12-06 00:58:47,Panjin Hetian Food,,,
120,2023-12-06,982003155.1701726258,9505,1701883451,2023-12-06 09:35:02,Chengdu Wagott Bio-Tech,,,
121,2023-12-06,982003155.1701726258,9505,1701888841,2023-12-06 10:54:21,Akkim Kimya,,,
122,2023-12-06,1021031954.1701355986,(not set),1701893965,2023-12-06 12:19:24,Shandong Tianli Pharmaceutical,,,
123,2023-12-06,1052128888.1666648671,17621,1701901240,2023-12-06 14:20:39,Shandong Guanghao Biological Products,2023-12-06 14:21:25,Chondroitin Sulfate by Guanghao Biological, 69822-GUANGHAO-10241
124,2023-12-06,1094072886.1657205497,13690,1701885793,2023-12-06 10:03:13,Fujian Xianzhilou Biological Science and Technology,,,
125,2023-12-06,1094072886.1657205497,13690,1701885793,2023-12-06 10:22:03,Nanjing Biotogether,,,
126,2023-12-06,1094072886.1657205497,13690,1701885793,2023-12-06 11:00:28,BLGZJTH,,,
127,2023-12-06,1094072886.1657205497,13690,1701885793,2023-12-06 11:01:37,Essentia Protein Solutions,,,
128,2023-12-06,1128607045.1701926215,(not set),1701926216,2023-12-06 21:39:48,Hangzhou Xinfu Science & Technology,,,
129,2023-12-06,11550535.1701878162,(not set),1701878162,2023-12-06 07:56:57,Ingredion Plant Based Protein Specialties (Canada),2023-12-06 07:58:01,VITESSENCE™ Pulse 3600 Faba Bean Protein by Ingredion, 41141-INGREDIONCAN-99999
130,2023-12-06,1169440710.1701886706,(not set),1701886706,2023-12-06 10:18:44,Neelkanth Polymers,,,
131,2023-12-06,1169440710.1701886706,(not set),1701886706,2023-12-06 10:20:45,BLGZJTI,,,
132,2023-12-06,1169440710.1701886706,(not set),1701886706,2023-12-06 10:28:38,Danisco U.S.,,,
133,2023-12-06,1169440710.1701886706,(not set),1701886706,2023-12-06 10:29:11,IFF Ingredients,,,
134,2023-12-06,1169440710.1701886706,(not set),1701886706,2023-12-06 10:29:20,Ingredion (UK),,,
135,2023-12-06,1169440710.1701886706,(not set),1701886706,2023-12-06 10:30:58,Zhejiang Huili Capsules,,,
136,2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:49:36,Hi-Tech Pharmaceuticals,2023-12-06 09:49:42,Whey Protein Concentrate 80% Instant by Hi-Tech Pharma, 106711-HITECH-10260
137,2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:50:43,Hi-Tech Pharmaceuticals,2023-12-06 09:50:48,Instant Whey Protein Isolate 90% by Hi-Tech Pharma, 107343-HITECH-10260
138,2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:51:09,Hi-Tech Pharmaceuticals,2023-12-06 09:51:16,Whey Protein Concentrate 80% Instant by Hi-Tech Pharma, 106711-HITECH-10260
139,2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:52:09,Hi-Tech Pharmaceuticals,2023-12-06 09:52:14,Milk Thistle 80% Silymarin as ThistlePure™ by Hi-Tech Pharma, 108288-HITECH-10260
140,2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:54:09,Jiangxi H&K Food,,,
141,2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:56:30,Novel Nutrients,2023-12-06 09:56:50,Sawpalmetto Extract  45% Total Fatty Acids by GC by Novel Nutrientss, 109687-NOVEL-12874
142,2023-12-06,1421149253.1688585659,3544,1701892311,2023-12-06 11:51:53,Zhejiang Huakang Pharmaceutical,,,
143,2023-12-06,1435816394.1701900003,(not set),1701900002,2023-12-06 14:00:09,Silva International,,,
144,2023-12-06,1470746349.1697477563,15537,1701897684,2023-12-06 13:26:01,Mineral BioSciences,2023-12-06 13:26:07,Ioniplex® Powder (Fulvic Ionic Mineral Complex) by Mineral BioSciences, 106634-000-10700-12273
145,2023-12-06,1470746349.1697477563,15537,1701897684,2023-12-06 13:26:01,Mineral BioSciences,2023-12-06 13:26:08,Ioniplex® Powder (Fulvic Ionic Mineral Complex) by Mineral BioSciences, 106634-000-10700-12273
146,2023-12-06,1506194014.1700596973,21269,1701883529,2023-12-06 09:26:10,Ningbo Jildan Health Science and Technology,,,
147,2023-12-06,1506194014.1700596973,21269,1701883529,2023-12-06 09:27:28,Xi'an Herbs Valley Biotech,,,
148,2023-12-06,1506194014.1700596973,21269,1701889235,2023-12-06 11:03:03,Abbott Blackstone,,,
149,2023-12-06,1506194014.1700596973,21269,1701892557,2023-12-06 11:56:30,Agrocomplex,,,
150,2023-12-06,1506194014.1700596973,21269,1701892557,2023-12-06 11:56:38,Akkim Kimya,,,
151,2023-12-06,1506194014.1700596973,21269,1701892557,2023-12-06 11:56:49,Alganovo International,,,
152,2023-12-06,1506194014.1700596973,21269,1701892557,2023-12-06 11:57:02,Algarrobos Organicos (Peru),,,
153,2023-12-06,1506194014.1700596973,21269,1701892557,2023-12-06 11:57:10,Aloe Laboratories,,,
154,2023-12-06,1506194014.1700596973,21269,1701892557,2023-12-06 11:57:19,Aloha Medicinals,,,
155,2023-12-06,1506194014.1700596973,21269,1701892557,2023-12-06 11:57:28,AMCO Proteins,,,
156,2023-12-06,1506194014.1700596973,21269,1701892557,2023-12-06 11:57:37,American Botanicals,,,
157,2023-12-06,1506194014.1700596973,21269,1701892557,2023-12-06 12:17:20,American International Chemical,,,
158,2023-12-06,1506194014.1700596973,21269,1701892557,2023-12-06 12:17:36,Angel Yeast,,,
159,2023-12-06,1506194014.1700596973,21269,1701892557,2023-12-06 12:17:45,Anhui BBCA Biochemical,,,
160,2023-12-06,1506194014.1700596973,21269,1701892557,2023-12-06 12:43:50,Anhui GSH Bio-Technology,,,
161,2023-12-06,1506194014.1700596973,21269,1701892557,2023-12-06 12:45:32,Anhui Hegeng Biotech Engineering,,,
162,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:22:56,Anhui Jinhe Industrial,,,
163,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:23:26,Anhui Sunhere Pharmaceutical Excipients,,,
164,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:23:36,Anhui Tiger Vitamin Development,,,
165,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:24:06,Anhui Wanhe Pharmaceutical,,,
166,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:24:15,Arjuna Natural Extracts,,,
167,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:24:25,Armand Products Company,,,
168,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:24:32,Armcom,,,
169,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:24:40,Athos Collagen,,,
170,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:25:08,Ayush Herbs,,,
171,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:27:24,Bangkok Inter Food,,,
172,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:27:32,BannerBio Nutraceuticals,,,
173,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:28:04,Baoding Kaiyue Chemicals,,,
174,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:28:11,Baolingbao Biology,,,
175,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:28:22,BASF Corporation,,,
176,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:28:32,Bellarise,,,
177,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:28:42,Bioalgo,,,
178,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:28:50,BIOFAC,,,
179,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:28:57,BioKyowa,,,
180,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:29:04,Bloomage Biotech,,,
181,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:29:11,Blue Jet Healthcare,,,
182,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:29:19,Bluetec Naturals,,,
183,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:29:38,Botanic Healthcare,,,
184,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:29:46,Botanic Innovations,,,
185,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:30:13,Botanoceuticals,,,
186,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:39:23,Cactus Botanics,,,
187,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:39:41,Carolina Ingredients,,,
188,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:39:59,Caudill Sprouting,,,
189,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:40:07,CELLg8,,,
190,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:40:15,Certified Nutraceuticals,,,
191,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:40:25,Changmao Biochemical Engineering,,,
192,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:40:36,Changsha Comext Biotech,,,
193,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:40:44,Changsha Heking Bio-tech,,,
194,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:41:18,Changsha Herbway,,,
195,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:43:47,Changsha Huir Biological-tech,,,
196,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:43:54,Changsha Sunnycare,,,
197,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:44:02,Changzhou Guanghui Food Ingredients,,,
198,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:44:12,Changzhou Sunlight Pharmaceutical,,,
199,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:44:21,Chemische Fabrik Budenheim,,,
200,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:44:29,Chemrez Technologies,,,
201,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:44:38,Chen-chee Grains and Consumable Oils,,,
202,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:44:45,Chengde Jingtian Food Technology,,,
203,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:45:36,Chengdu Baishixing Science and Technology Industry,,,
204,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:52:14,Chengdu iMOS Biotechnology,,,
205,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:52:21,Chengdu Okay Pharmaceutical,,,
206,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:52:29,Chengdu SanHerb Bioscience,,,
207,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 13:53:11,Chenguang Biotech Group,,,
208,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:05:23,Chifeng Pharmaceutical,,,
209,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:05:53,Chongqing Danqing Biological Technology,,,
210,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:06:02,Chongqing Joywin Natural Products,,,
211,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:06:31,CJ America,,,
212,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:06:45,COFCO Biochemical (Thailand),,,
213,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:06:52,Coffe-eco,,,
214,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:07:00,ComHony Biotech,,,
215,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:07:09,Connoils,,,
216,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:07:18,Contek Life Science,,,
217,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:07:38,CS Health,,,
218,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:07:55,Custom Flavors,,,
219,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:14:50,Daesang,,,
220,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:15:40,DaFang Essence Valley,,,
221,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:15:50,Dafeng Hegno Pharmaceuticals,,,
222,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:16:21,Daffodil Pharmachem,,,
223,2023-12-06,1506194014.1700596973,21269,1701897767,2023-12-06 14:17:03,Danashmand Organic,,,
