report_date,cookie_id,customer_id,ga_session_id,event_timestamp,event_name,event_value
2023-12-06,1884972372.1625530407,12082,1701888217,2023/12/06/10/53/14,Event - Search Result,exist search result
2023-12-06,1884972372.1625530407,12082,1701888217,2023/12/06/11/18/32,Event - Search Result,exist search result
2023-12-06,1366693949.1691780059,12082,1701879012,2023/12/06/08/13/03,Event - Search Result,exist search result
2023-12-06,1884972372.1625530407,12082,1701874227,2023/12/06/06/50/42,Event - Search Result,exist search result
2023-12-06,1884972372.1625530407,12082,1701874227,2023/12/06/06/50/55,Event - Search Result,exist search result
2023-12-06,1884972372.1625530407,12082,1701874227,2023/12/06/06/51/11,Event - Search Result,exist search result
2023-12-06,1884972372.1625530407,12082,1701874227,2023/12/06/06/51/53,Event - Search Result,exist search result
2023-12-06,1884972372.1625530407,12082,1701874227,2023/12/06/06/53/20,Event - Search Result,exist search result
2023-12-06,1884972372.1625530407,12082,1701882982,2023/12/06/09/16/24,Event - Search Result,exist search result
2023-12-06,1884972372.1625530407,12082,1701888217,2023/12/06/10/43/39,Event - Search Result,exist search result
2023-12-06,1884972372.1625530407,12082,1701888217,2023/12/06/11/28/42,Event - Search Result,exist search result
2023-12-06,1884972372.1625530407,12082,1701900357,2023/12/06/14/06/00,Event - Search Result,exist search result
2023-12-06,1884972372.1625530407,12082,1701900357,2023/12/06/14/10/42,Event - Search Result,exist search result
2023-12-06,1884972372.1625530407,12082,1701903883,2023/12/06/15/04/51,Event - Search Result,exist search result
2023-12-06,1884972372.1625530407,12082,1701903883,2023/12/06/15/12/51,Event - Search Result,exist search result
2023-12-06,27681654.1685374719,12082,1701877345,2023/12/06/07/42/59,Event - Search Result,exist search result
2023-12-06,27681654.1685374719,12082,1701877345,2023/12/06/07/43/19,Event - Search Result,exist search result
